scenario,config,month,rev_sales_moto_retail,rev_sales_ebike_retail,rev_sales_rider,rev_b2b_wholesale,rev_parts,rev_rental,rev_battery_sub,rev_service,rev_total,cogs_total,gross_profit,opex_staff,opex_occupancy,opex_insurance,opex_security,opex_marketing,opex_fleet_variable,opex_payment_fees,opex_gna_permits,opex_van,opex_inventory_carry,opex_total,ebitda,depreciation,operating_profit,capex,working_capital_change,net_cash,cum_cash,units_moto,units_ebike,units_b2b,rider_customers,rentals_active,rental_fleet,battery_subs,battery_pool_packs,installed_base,inventory_value,fte
sf_equivalent,ceres_8000,10,73600.00,10000.00,57426.00,13253.33,4848.00,10764.00,9600.00,5044.27,184535.60,109027.67,75507.93,19513.76,10166.45,3042.00,500.00,7120.00,3397.68,6799.25,1450,700,1547.76,54236.91,21271.03,8042.82,13228.21,24092.48,4335.66,-6565.63,-438113.62,19.06,21.34,4.67,160.00,40.00,54.00,120.00,180.00,314.80,154776.22,3
sf_equivalent,ceres_8000,11,73600.00,10000.00,59537.25,15146.67,4938.00,12109.50,10800.00,5645.73,191777.15,112346.27,79430.88,19551.26,10166.45,3180.00,500.00,7280.00,3782.67,6994.34,1450,700,1591.12,55195.84,24235.04,8623.19,15611.85,22890.20,4335.66,-2333.62,-440447.24,19.17,21.98,5.33,180.00,45.00,60.00,135.00,202.50,355.20,159111.88,3
sf_equivalent,ceres_8000,12,73600.00,10000.00,61648.50,17040.00,5028.00,13455.00,12000.00,6256.20,199027.70,115676.12,83351.58,19588.76,10166.45,3341.00,500.00,7440.00,4220.62,7189.73,1450,700,1634.48,56231.04,27120.54,9237.80,17882.74,24984.87,4335.66,-1466.12,-441913.36,19.29,22.61,6.00,200.00,50.00,67.00,150.00,225.00,396.35,163447.55,3
sf_equivalent,ceres_8000,13,73600.00,10000.00,56651.87,18460.00,4815.00,14576.25,13000.00,6817.33,197920.46,113907.11,84013.35,22600.17,10406.45,3479.00,500.00,6933.33,4594.41,7066.93,1450,700,1604.45,59334.74,24678.61,9755.67,14922.93,22220.09,-3002.35,6260.46,-435652.90,19.02,21.11,6.50,216.67,54.17,73.00,162.50,243.75,438.25,160445.19,3.50
sf_equivalent,ceres_8000,14,73600.00,10000.00,58411.25,19880.00,4890.00,15697.50,14000.00,7357.17,203835.92,116560.60,87275.32,22631.42,10406.45,3594.00,500.00,7066.67,4915.23,7230.81,1450,700,1638.64,60133.22,27142.09,10239.32,16902.77,20944.36,3418.97,3633.12,-432019.78,19.11,21.64,7.00,233.33,58.33,78.00,175.00,262.50,478.37,163864.16,3.50
sf_equivalent,ceres_8000,15,73600.00,10000.00,60170.62,21300.00,4965.00,16818.75,15000.00,7904.50,209758.88,119224.66,90534.21,22662.67,10406.45,3732.00,500.00,7200.00,5289.02,7394.95,1450,700,1672.83,61007.92,29526.29,10757.19,18769.10,22965.58,3418.97,4061.83,-427957.95,19.21,22.17,7.50,250.00,62.50,84.00,187.50,281.25,519.12,167283.13,3.50
sf_equivalent,ceres_8000,16,73600.00,10000.00,61930.00,22720.00,5040.00,17940.00,16000.00,8459.33,215689.33,121884.90,93804.43,22693.92,10406.45,3847.00,500.00,7333.33,5609.85,7559.34,1450,700,1707.02,61806.91,31997.52,11240.84,20756.68,21689.85,3418.97,7863.55,-420094.40,19.30,22.70,8.00,266.67,66.67,89.00,200.00,300.00,560.50,170702.10,3.50
sf_equivalent,ceres_8000,17,73600.00,10000.00,63689.37,24140.00,5115.00,19061.25,17000.00,9021.67,221627.29,124555.71,97071.58,22725.17,10406.45,3985.00,500.00,7466.67,5983.63,7723.99,1450,700,1741.21,62682.12,34389.46,11758.72,22630.75,23711.07,3418.97,8299.99,-411794.41,19.39,23.23,8.50,283.33,70.83,95.00,212.50,318.75,602.50,174121.07,3.50
sf_equivalent,ceres_8000,18,73600.00,10000.00,65448.75,25560.00,5190.00,20182.50,18000.00,9591.50,227572.75,127222.70,100350.05,22756.42,10406.45,4100.00,500.00,7600.00,6304.46,7888.90,1450,700,1775.40,63481.62,36868.43,12242.36,24626.06,22435.33,3418.97,12109.46,-399684.95,19.49,23.76,9.00,300.00,75.00,100.00,225.00,337.50,645.12,177540.04,3.50
sf_equivalent,ceres_8000,19,73600.00,10000.00,67208.13,26980.00,5265.00,21303.75,19000.00,10168.83,233525.71,129900.26,103625.45,22787.67,10406.45,4238.00,500.00,7733.33,6678.24,8054.05,1450,700,1809.59,64357.34,39268.11,12760.24,26507.87,24456.55,3418.97,12553.64,-387131.31,19.58,24.29,9.50,316.67,79.17,106.00,237.50,356.25,688.37,180959.01,3.50
sf_equivalent,ceres_8000,20,73600.00,10000.00,68967.50,28400.00,5340.00,22425.00,20000.00,10753.67,239486.17,132581.20,106904.97,22818.92,10406.45,4376.00,500.00,7866.67,7052.02,8219.47,1450,700,1843.78,65233.31,41671.66,13278.11,28393.55,24834.77,3418.97,14644.69,-372486.62,19.68,24.83,10.00,333.33,83.33,112.00,250.00,375.00,732.25,184377.98,3.50
sf_equivalent,ceres_8000,21,73600.00,10000.00,70726.87,29820.00,5415.00,23546.25,21000.00,11346.00,245454.12,135258.31,110195.81,22850.17,10406.45,4491.00,500.00,8000.00,7372.85,8385.14,1450,700,1877.97,66033.58,44162.23,13761.76,30400.48,23559.04,3418.97,18465.76,-354020.86,19.77,25.36,10.50,350.00,87.50,117.00,262.50,393.75,776.75,187796.94,3.50
sf_equivalent,ceres_8000,22,73600.00,10000.00,72486.25,31240.00,5490.00,24667.50,22000.00,11945.83,251429.58,137946.00,113483.58,22881.42,10406.45,4629.00,500.00,8133.33,7746.64,8551.06,1450,700,1912.16,66910.06,46573.52,14279.63,32293.89,25580.26,3418.97,18921.56,-335099.30,19.86,25.89,11.00,366.67,91.67,123.00,275.00,412.50,821.87,191215.91,3.50
sf_equivalent,ceres_8000,23,73600.00,10000.00,74245.63,32660.00,5565.00,25788.75,23000.00,12553.17,257412.54,140629.86,116782.68,22912.67,10406.45,4744.00,500.00,8266.67,8067.46,8717.24,1450,700,1946.35,67710.84,49071.84,14763.28,34308.56,24304.53,3418.97,22750.37,-312348.93,19.96,26.42,11.50,383.33,95.83,128.00,287.50,431.25,867.62,194634.88,3.50
sf_equivalent,ceres_8000,24,73600.00,10000.00,76005.00,34080.00,5640.00,26910.00,24000.00,13168.00,263403.00,143324.30,120078.70,22943.92,10406.45,4882.00,500.00,8400.00,8441.25,8883.67,1450,700,1980.54,68587.83,51490.87,15281.15,36209.72,26325.75,3418.97,23213.90,-289135.03,20.05,26.95,12.00,400.00,100.00,134.00,300.00,450.00,914.00,198053.85,3.50
sf_equivalent,ceres_8000,25,73600.00,10000.00,56440.75,35026.67,4806.00,27358.50,24400.00,13757.00,245388.92,131546.27,113842.65,22596.42,10653.65,4928.00,500.00,6533.33,8569.58,8099.68,1450,700,1806.23,65836.89,48005.76,15474.61,32531.14,15400.65,-17430.57,51525.33,-237609.70,19.01,21.04,12.33,406.67,101.67,136.00,305.00,457.50,961.00,180623.28,3.50
sf_equivalent,ceres_8000,26,73600.00,10000.00,57144.50,35973.33,4836.00,27807.00,24800.00,14262.60,248423.43,133048.55,115374.89,22608.92,10653.65,4974.00,500.00,6586.67,8697.91,8175.08,1450,700,1824.57,66170.79,49204.09,15668.07,33536.02,15547.56,1833.39,33334.70,-204275.00,19.04,21.25,12.67,413.33,103.33,138.00,310.00,465.00,1001.05,182456.66,3.50
sf_equivalent,ceres_8000,27,73600.00,10000.00,57848.25,36920.00,4866.00,28255.50,25200.00,14771.20,251460.95,134552.18,116908.78,22621.42,10653.65,5020.00,500.00,6640.00,8826.24,8250.59,1450,700,1842.90,66504.80,50403.98,15861.53,34542.45,15694.47,1833.39,34409.59,-169865.41,19.08,21.47,13.00,420.00,105.00,140.00,315.00,472.50,1041.35,184290.05,3.50
sf_equivalent,ceres_8000,28,73600.00,10000.00,58552.00,37866.67,4896.00,28704.00,25600.00,15282.80,254501.47,136064.35,118437.11,22633.92,10653.65,5089.00,500.00,6693.33,9007.53,8326.19,1450,700,1861.23,66914.86,51522.26,16089.22,35433.04,17495.33,1833.39,33759.87,-136105.54,19.12,21.68,13.33,426.67,106.67,143.00,320.00,480.00,1081.90,186123.44,3.50
sf_equivalent,ceres_8000,29,73600.00,10000.00,59255.75,38813.33,4926.00,29152.50,26000.00,15797.40,257544.98,137570.68,119974.30,22646.42,10653.65,5135.00,500.00,6746.67,9135.86,8401.90,1450,700,1879.57,67249.06,52725.24,16282.67,36442.57,15999.23,1833.39,36480.85,-99624.68,19.16,21.89,13.67,433.33,108.33,145.00,325.00,487.50,1122.70,187956.83,3.50
sf_equivalent,ceres_8000,30,73600.00,10000.00,59959.50,39760.00,4956.00,29601.00,26400.00,16315.00,260591.50,139078.36,121513.14,22658.92,10653.65,5181.00,500.00,6800.00,9264.19,8477.71,1450,700,1897.90,67583.37,53929.77,16476.13,37453.64,16146.14,1833.39,37560.38,-62064.30,19.20,22.11,14.00,440.00,110.00,147.00,330.00,495.00,1163.75,189790.22,3.50
sf_equivalent,ceres_8000,31,73600.00,10000.00,60663.25,40706.67,4986.00,30049.50,26800.00,16835.60,263641.02,140587.39,123053.63,22671.42,10653.65,5227.00,500.00,6853.33,9392.52,8553.62,1450,700,1916.24,67917.78,55135.85,16669.59,38466.25,16293.05,1833.39,38641.46,-23422.85,19.23,22.32,14.33,446.67,111.67,149.00,335.00,502.50,1205.05,191623.60,3.50
sf_equivalent,ceres_8000,32,73600.00,10000.00,61367.00,41653.33,5016.00,30498.00,27200.00,17359.20,266693.53,142104.97,124588.57,22683.92,10653.65,5296.00,500.00,6906.67,9573.81,8629.64,1450,700,1934.57,68328.25,56260.32,16897.28,39363.04,18093.91,1833.39,37997.93,14575.08,19.27,22.53,14.67,453.33,113.33,152.00,340.00,510.00,1246.60,193456.99,3.50
sf_equivalent,ceres_8000,33,73600.00,10000.00,62070.75,42600.00,5046.00,30946.50,27600.00,17885.80,269749.05,143616.69,126132.36,22696.42,10653.65,5342.00,500.00,6960.00,9702.14,8705.75,1450,700,1952.90,68662.86,57469.49,17090.74,40378.75,16597.81,1833.39,40725.10,55300.19,19.31,22.74,15.00,460.00,115.00,154.00,345.00,517.50,1288.40,195290.38,3.50
sf_equivalent,ceres_8000,34,73600.00,10000.00,62774.50,43546.67,5076.00,31395.00,28000.00,18415.40,272807.57,145129.77,127677.79,22708.92,10653.65,5388.00,500.00,7013.33,9830.47,8781.97,1450,700,1971.24,68997.58,58680.21,17284.19,41396.02,16744.72,1833.39,41810.82,97111.01,19.35,22.96,15.33,466.67,116.67,156.00,350.00,525.00,1330.45,197123.77,3.50
sf_equivalent,ceres_8000,35,73600.00,10000.00,63478.25,44493.33,5106.00,31843.50,28400.00,18948.00,275869.08,146644.20,129224.88,22721.42,10653.65,5434.00,500.00,7066.67,9958.80,8858.29,1450,700,1989.57,69332.40,59892.48,17477.65,42414.83,16891.63,1833.39,42898.09,140009.10,19.38,23.17,15.67,473.33,118.33,158.00,355.00,532.50,1372.75,198957.15,3.50
sf_equivalent,ceres_8000,36,73600.00,10000.00,64182.00,45440.00,5136.00,32292.00,28800.00,19483.60,278933.60,148159.98,130773.62,22733.92,10653.65,5480.00,500.00,7120.00,10087.13,8934.71,1450,700,2007.91,69667.32,61106.30,17671.11,43435.19,17038.53,1833.39,43986.91,183996.01,19.42,23.38,16.00,480.00,120.00,160.00,360.00,540.00,1415.30,200790.54,3.50
